[2023-11-02 08:43:32] | UserAccount_ID: 1 | UserID: NULL | Action: / | 
[2023-11-02 08:43:37] | UserAccount_ID: 1 | UserID: NULL | Action: /admin | 
[2023-11-02 08:43:37] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-login | 
[2023-11-02 08:43:43] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-login | email: test@gmail.com | password: ******** | 
[2023-11-02 08:43:44] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-dashboard | 
[2023-11-02 08:43:51] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-dashboard | 
[2023-11-02 08:43:58] | UserAccount_ID: 1 | UserID: NULL | Action: / | 
[2023-11-02 08:43:59] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/5 | 
[2023-11-02 08:44:01] | UserAccount_ID: 1 | UserID: NULL | Action: /cart | 
[2023-11-02 08:44:02] | UserAccount_ID: 1 | UserID: NULL | Action: /login | 
[2023-11-02 08:44:07] | UserAccount_ID: 1 | UserID: NULL | Action: /login | email: test@gmail.com | password: ******** | 
[2023-11-02 08:44:07] | UserAccount_ID: 1 | UserID: 14 | Action: / | 
[2023-11-02 08:44:11] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-02 08:44:18] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-02 08:44:19] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-02 08:44:22] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/week | 
[2023-11-02 08:44:24] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-02 08:44:28] | UserAccount_ID: 1 | UserID: 14 | Action: /ordered | 
[2023-11-02 08:44:34] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-02 08:44:36] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/15 | 
[2023-11-02 08:44:36] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/15 | 
[2023-11-02 08:44:36] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/15 | 
[2023-11-02 08:44:36] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-02 08:44:37] | UserAccount_ID: 1 | UserID: 14 | Action: /checkout-order/false | 
[2023-11-02 08:44:37] | UserAccount_ID: 1 | UserID: 14 | Action: /payment/86/470 | 
[2023-11-02 08:44:38] | UserAccount_ID: 1 | UserID: 14 | Action: /order-paid/86 | 
[2023-11-02 08:44:41] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-02 08:44:41] | UserAccount_ID: 1 | UserID: 14 | Action: /order | 
[2023-11-02 08:44:54] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/week | 
[2023-11-02 08:44:57] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-02 08:46:04] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-users | 
[2023-11-02 08:46:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-user-info/14 | 
[2023-11-02 08:46:06] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-orders | 
[2023-11-02 08:46:07] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-order-info/41 | 
[2023-11-02 08:46:10] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-02 08:46:11] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-users | 
[2023-11-02 08:46:11] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-orders | 
[2023-11-02 08:46:11] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 08:46:13] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-order-info/1 | 
[2023-11-02 08:46:14] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 08:47:19] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 08:47:44] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 08:47:50] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 08:48:02] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-02 08:48:06] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/16 | 
[2023-11-02 08:48:10] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 08:48:10] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-coupons | 
[2023-11-02 08:48:11] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 08:48:16] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-orders | 
[2023-11-02 08:48:18] | UserAccount_ID: 1 | UserID: 14 | Action: /does-order-exist/1 | 
[2023-11-02 08:48:18] | UserAccount_ID: 1 | UserID: 14 | Action: /does-order-exist/1 | 
[2023-11-02 08:48:18] | UserAccount_ID: 1 | UserID: 14 | Action: /does-order-exist/1 | 
[2023-11-02 08:48:19] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 08:59:01] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 08:59:26] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 09:00:49] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 09:00:51] | UserAccount_ID: 1 | UserID: 14 | Action: /does-product-exist/211323 | 
[2023-11-02 09:00:55] | UserAccount_ID: 1 | UserID: 14 | Action: /does-product-exist/211323 | 
[2023-11-02 09:05:20] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 09:05:23] | UserAccount_ID: 1 | UserID: 14 | Action: /does-product-exist/1 | 
[2023-11-02 09:05:23] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:05:53] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:05:54] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:05:54] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:06:20] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:06:21] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:06:34] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:06:35] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:06:41] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:13:59] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:14:48] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:14:53] | UserAccount_ID: 1 | UserID: 14 | Action: /disable-product/1 | 
[2023-11-02 09:14:53] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:14:55] | UserAccount_ID: 1 | UserID: 14 | Action: /enable-product/1 | 
[2023-11-02 09:14:55] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:24:02] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:24:08] | UserAccount_ID: 1 | UserID: 14 | Action: /edit-product-data | product_id: 1 | name: Smartphonee | image: smartphone.png | description: smartphone | cate: Home Items | 
[2023-11-02 09:25:09] | UserAccount_ID: 1 | UserID: 14 | Action: /edit-product-data | product_id: 1 | name: Smartphonee | image: smartphone.png | description: smartphone | cate: Home Items | 
[2023-11-02 09:25:12] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:25:16] | UserAccount_ID: 1 | UserID: 14 | Action: /edit-product-data | product_id: 1 | name: eSmartphone | image: smartphone.png | description: smartphone | cate: Home Items | 
[2023-11-02 09:27:10] | UserAccount_ID: 1 | UserID: 14 | Action: /edit-product-data | product_id: 1 | name: eSmartphone | image: smartphone.png | description: smartphone | cate: Home Items | 
[2023-11-02 09:27:10] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:27:13] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:27:24] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/1 | 
[2023-11-02 09:27:26] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 09:27:27] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-order-info/2 | 
[2023-11-02 09:27:29] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 09:27:30] | UserAccount_ID: 1 | UserID: 14 | Action: /does-product-exist/2 | 
[2023-11-02 09:27:30] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/2 | 
[2023-11-02 09:27:36] | UserAccount_ID: 1 | UserID: 14 | Action: /edit-product-data | product_id: 2 | name: Tablet | image: tablet.jpeg | description: A high-resolution tablet for productivity | price: 310 | cate: Home Items | 
[2023-11-02 09:27:36] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/2 | 
[2023-11-02 09:27:38] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/2 | 
[2023-11-02 09:27:43] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-orders | 
[2023-11-02 09:27:45] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 09:27:58] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-products | 
[2023-11-02 09:27:59] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/3 | 
[2023-11-02 09:35:29] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/3 | 
[2023-11-02 09:35:30] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/3 | 
[2023-11-02 09:35:37] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/3 | 
[2023-11-02 09:35:38] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/3 | 
[2023-11-02 09:35:39] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/3 | 
[2023-11-02 09:36:00] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/3 | 
[2023-11-02 09:37:10] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/3 | 
[2023-11-02 09:37:11] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/3 | 
[2023-11-02 09:37:11] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-product-info/3 | 
