[2023-10-31 09:17:35] | UserAccount_ID: 1 | UserID: NULL | Action: / | 
[2023-10-31 09:17:41] | UserAccount_ID: 1 | UserID: NULL | Action: /login | 
[2023-10-31 09:17:51] | UserAccount_ID: 1 | UserID: NULL | Action: /admin | 
[2023-10-31 09:17:51] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-login | 
[2023-10-31 09:17:56] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-login | email: test@gmail.com | password: ******** | 
[2023-10-31 09:17:56] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-dashboard | 
[2023-10-31 09:18:01] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-users | 
[2023-10-31 09:18:02] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-orders | 
[2023-10-31 09:18:03] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-users | 
[2023-10-31 09:18:04] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-orders | 
[2023-10-31 09:18:05] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-order-info/41 | 
[2023-10-31 09:18:08] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-users | 
[2023-10-31 09:18:10] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-user-info/14 | 
[2023-10-31 09:18:20] | UserAccount_ID: 1 | UserID: NULL | Action: /disable-user/14 | 
[2023-10-31 09:18:20] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-user-info/14 | 
[2023-10-31 09:18:24] | UserAccount_ID: 1 | UserID: NULL | Action: /enable-user/14 | 
[2023-10-31 09:18:24] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-user-info/14 | 
[2023-10-31 09:18:43] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-users | 
[2023-10-31 09:18:43] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-dashboard | 
[2023-10-31 09:18:44] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-users | 
[2023-10-31 09:18:49] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-user-info/14 | 
[2023-10-31 09:19:15] | UserAccount_ID: 1 | UserID: NULL | Action: /reset-password/14 | 
[2023-10-31 09:19:17] | UserAccount_ID: 1 | UserID: NULL | Action: /logout | 
[2023-10-31 09:19:17] | UserAccount_ID: 1 | UserID: NULL | Action: /login | 
[2023-10-31 09:19:21] | UserAccount_ID: 1 | UserID: NULL | Action: /login | email: test@gmail.com | password: ******** | 
[2023-10-31 09:19:27] | UserAccount_ID: 1 | UserID: NULL | Action: /login | email: test@gmail.com | password: ******** | 
[2023-10-31 09:19:36] | UserAccount_ID: 1 | UserID: 14 | Action: /renew-password | password: ******** | password_confirm: ******** | 
[2023-10-31 09:19:36] | UserAccount_ID: 1 | UserID: NULL | Action: /login | 
[2023-10-31 09:19:41] | UserAccount_ID: 1 | UserID: NULL | Action: /login | email: test@gmail.com | password: ******** | 
[2023-10-31 09:19:41] | UserAccount_ID: 1 | UserID: 14 | Action: / | 
[2023-10-31 09:19:49] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-10-31 09:19:52] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/23 | 
[2023-10-31 09:19:53] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/24 | 
[2023-10-31 09:19:53] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/35 | 
[2023-10-31 09:19:53] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/36 | 
[2023-10-31 09:19:54] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/37 | 
[2023-10-31 09:19:55] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/38 | 
[2023-10-31 09:19:55] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/16 | 
[2023-10-31 09:19:56] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/15 | 
[2023-10-31 09:19:56] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/14 | 
[2023-10-31 09:19:57] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/13 | 
[2023-10-31 09:19:57] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/12 | 
[2023-10-31 09:19:58] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/7 | 
[2023-10-31 09:19:59] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/6 | 
[2023-10-31 09:20:00] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-10-31 09:20:04] | UserAccount_ID: 1 | UserID: 14 | Action: /apply-coupon/test | 
[2023-10-31 09:20:04] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-10-31 09:20:05] | UserAccount_ID: 1 | UserID: 14 | Action: /checkout-order/false | 
[2023-10-31 09:20:05] | UserAccount_ID: 1 | UserID: 14 | Action: /payment/68/1100 | 
[2023-10-31 09:20:06] | UserAccount_ID: 1 | UserID: 14 | Action: /order-paid/68 | 
[2023-10-31 09:20:09] | UserAccount_ID: 1 | UserID: 14 | Action: /order | 
[2023-10-31 09:20:11] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-10-31 09:20:13] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/35 | 
[2023-10-31 09:20:13] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/35 | 
[2023-10-31 09:20:14] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/24 | 
[2023-10-31 09:20:14] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/23 | 
[2023-10-31 09:20:14] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/23 | 
[2023-10-31 09:20:15] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/6 | 
[2023-10-31 09:20:15] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/7 | 
[2023-10-31 09:20:16] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/12 | 
[2023-10-31 09:20:17] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/13 | 
[2023-10-31 09:20:17] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/36 | 
[2023-10-31 09:20:17] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/37 | 
[2023-10-31 09:20:18] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/14 | 
[2023-10-31 09:20:19] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/15 | 
[2023-10-31 09:20:19] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/38 | 
[2023-10-31 09:20:20] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/16 | 
[2023-10-31 09:20:21] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-10-31 09:20:24] | UserAccount_ID: 1 | UserID: 14 | Action: /apply-coupon/test | 
[2023-10-31 09:20:24] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-10-31 09:20:25] | UserAccount_ID: 1 | UserID: 14 | Action: /checkout-order/false | 
