[2023-11-06 08:27:46] | UserAccount_ID: 1 | UserID: NULL | Action: / | 
[2023-11-06 08:27:48] | UserAccount_ID: 1 | UserID: NULL | Action: /login | 
[2023-11-06 08:27:50] | UserAccount_ID: 1 | UserID: NULL | Action: /admin | 
[2023-11-06 08:27:50] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-login | 
[2023-11-06 08:28:00] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-login | email: test@gmail.com | password: ******** | 
[2023-11-06 08:28:01] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-dashboard | 
[2023-11-06 08:28:04] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-products | 
[2023-11-06 08:28:06] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-orders | 
[2023-11-06 08:28:07] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-coupons | 
[2023-11-06 08:28:08] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-admins | 
[2023-11-06 08:28:13] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-coupons | 
[2023-11-06 08:28:19] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-orders | 
[2023-11-06 08:28:19] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-users | 
[2023-11-06 08:28:20] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-users | 
[2023-11-06 08:28:21] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-dashboard | 
[2023-11-06 08:28:22] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-users | 
[2023-11-06 08:28:22] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-orders | 
[2023-11-06 08:28:23] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-products | 
[2023-11-06 08:28:24] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-coupons | 
[2023-11-06 08:28:24] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-admins | 
[2023-11-06 08:28:26] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-coupons | 
[2023-11-06 08:28:27] | UserAccount_ID: 1 | UserID: NULL | Action: /admin-products | 
